model_name,property,random_seed,r2_mean,r2_se,mae_mean,mae_se,rmse_mean,rmse_se
MT CrabNet concat_at_input 3,S,42,0.03062446144222768,0.04339693759708516,140.78057799960735,4.391433674110402,202.30000118592676,3.5112597982288025
MT CrabNet concat_at_input 4,S,42,-0.2406864059493823,0.07724081457584431,184.70341022460485,4.80941542223504,228.78307394193553,7.758772195696779
MT CrabNet tile_at_input concat_at_attn,S,42,0.7945228704673346,0.021075236415839353,46.67181896889307,1.3544513025565912,92.619168277343,4.059806439945646
MT CrabNet tile_at_input 0,S,42,0.8103654787335894,0.021528746965431767,45.066495777978346,2.435584183502376,88.88620579571777,4.309883236468813
MT CrabNet tile_at_input 1,S,42,0.834252410274005,0.01602124918584382,42.44094758986149,0.9878832441322818,83.2714487305603,3.4895314724365574
MT CrabNet tile_at_input 2,S,42,0.8161590312109352,0.01980698076962641,44.490966890356944,1.3630424280887439,87.61347262816439,4.249396701921621
MT CrabNet tile_at_input 3,S,42,0.010952306935440515,0.034849395736919135,143.39323625599022,3.711547672914782,204.47107271604222,2.7058349616947637
MT CrabNet tile_at_input 4,S,42,-0.0730179757794096,0.03369435300982931,175.84385310143193,2.437087955916085,213.1906582386,4.708035426865438
MT CrabNet concat_at_output concat_at_attn,S,42,0.7633023544922208,0.048393188398037114,49.04107108394736,2.2216949959441363,97.8697636872774,8.73054923789697
MT CrabNet concat_at_output 0,S,42,0.7705743171865527,0.052935851425954965,48.09029904547151,2.092780715498958,95.66119968910296,9.717115000862922
MT CrabNet concat_at_output 1,S,42,0.777771997833323,0.045444123461165754,47.67482681708937,2.246134057817055,94.78883914430591,8.448732839504691
MT CrabNet concat_at_output 2,S,42,0.7805073870127772,0.037635739587731636,47.81627343886647,1.7890235434387318,94.76100931430874,7.060308122229706
MT CrabNet concat_at_output 3,S,42,0.22308975751931132,0.041900898296611824,124.48893413722809,5.183537690884789,180.98026563256323,3.777141248779807
MT CrabNet concat_at_output 4,S,42,-0.13195270474516,0.04769894924187935,172.63219841591334,2.167812729371964,218.80768244116885,5.2520787832453735
MT CrabNet concat_at_input concat_at_attn,PF,42,0.8111185814191588,0.01933051281089677,2.590999596693135,0.13772443382479307,4.737178035267017,0.30237054897027993
MT CrabNet concat_at_input 0,PF,42,0.8242008145904538,0.020031816863910177,2.507970712528252,0.14428380297656268,4.577104387854655,0.36381490212034934
